[DEBUG] 2019-11-04 06:18:58.570 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-11-04 06:18:58.584 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-11-04 06:18:58.593 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-11-04 06:18:58.677 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-11-04 06:18:58.679 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-11-04 06:18:59.033 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-11-04 06:18:59.035 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-11-04 06:18:59.041 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-11-04 06:18:59.478 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-11-04 06:18:59.508 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-11-04 06:18:59.509 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-11-04 06:18:59.550 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-11-04 06:18:59.605 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:18:59.605 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:18:59.605 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:18:59.606 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@47ec7422
[DEBUG] 2019-11-04 06:18:59.606 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2b56f5f8
[DEBUG] 2019-11-04 06:18:59.607 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1aa99005
[DEBUG] 2019-11-04 06:18:59.608 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:18:59.608 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:18:59.608 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:18:59.609 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@7918c7f8
