[DEBUG] 2019-11-04 06:24:01.904 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-11-04 06:24:01.911 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-11-04 06:24:01.914 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-11-04 06:24:02.005 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-11-04 06:24:02.007 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-11-04 06:24:02.387 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-11-04 06:24:02.388 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-11-04 06:24:02.394 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-11-04 06:24:02.782 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-11-04 06:24:02.804 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-11-04 06:24:02.805 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-11-04 06:24:02.834 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-11-04 06:24:02.881 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:24:02.881 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:24:02.881 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@4441d567
[DEBUG] 2019-11-04 06:24:02.882 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@47ec7422
[DEBUG] 2019-11-04 06:24:02.883 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2b56f5f8
[DEBUG] 2019-11-04 06:24:02.884 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1aa99005
[DEBUG] 2019-11-04 06:24:02.887 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:24:02.887 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:24:02.888 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@16073fa8
[DEBUG] 2019-11-04 06:24:02.889 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@7918c7f8
[DEBUG] 2019-11-04 06:24:02.889 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@7918c7f8
[DEBUG] 2019-11-04 06:24:02.889 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@7918c7f8
[DEBUG] 2019-11-04 06:24:02.890 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7144655b
[DEBUG] 2019-11-04 06:24:02.890 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7144655b
[DEBUG] 2019-11-04 06:24:02.890 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@7144655b
[DEBUG] 2019-11-04 06:24:02.891 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@49cf9028
[DEBUG] 2019-11-04 06:24:02.891 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@49cf9028
[DEBUG] 2019-11-04 06:24:02.892 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@49cf9028
[DEBUG] 2019-11-04 06:24:02.893 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4d774249
[DEBUG] 2019-11-04 06:24:02.893 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4d774249
[DEBUG] 2019-11-04 06:24:02.893 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@4d774249
